example_id                                                     | status | run_time        |
./spec/requests/plan_purchases_spec.rb[1:7]                    | passed | 0.03308 seconds |
./spec/requests/plan_purchases_spec.rb[1:8]                    | passed | 0.03115 seconds |
./spec/requests/plan_purchases_spec.rb[1:9]                    | passed | 0.03431 seconds |
./spec/requests/plan_purchases_spec.rb[1:10]                   | passed | 0.03214 seconds |
./spec/requests/plan_purchases_spec.rb[1:11]                   | passed | 0.03398 seconds |
./spec/requests/registrations_spec.rb[1:1]                     | passed | 0.01043 seconds |
./spec/requests/registrations_spec.rb[1:2]                     | passed | 0.01545 seconds |
./spec/requests/registrations_spec.rb[1:3]                     | passed | 0.01646 seconds |
./spec/requests/registrations_spec.rb[1:4]                     | passed | 0.03452 seconds |
./spec/requests/registrations_spec.rb[1:5]                     | passed | 0.02232 seconds |
./spec/requests/registrations_spec.rb[1:6]                     | passed | 0.02367 seconds |
./spec/requests/registrations_spec.rb[1:7]                     | passed | 0.01643 seconds |
./spec/requests/registrations_spec.rb[1:8]                     | passed | 0.02296 seconds |
./spec/requests/registrations_spec.rb[1:9]                     | passed | 0.03046 seconds |
./spec/requests/registrations_spec.rb[1:10]                    | passed | 0.02685 seconds |
./spec/requests/registrations_spec.rb[1:11]                    | passed | 0.02441 seconds |
./spec/requests/registrations_spec.rb[1:12]                    | passed | 0.02076 seconds |
./spec/requests/registrations_spec.rb[1:13]                    | passed | 0.02068 seconds |
./spec/requests/reports_spec.rb[1:1]                           | passed | 0.1072 seconds  |
./spec/requests/reports_spec.rb[1:2]                           | passed | 0.03672 seconds |
./spec/requests/reports_spec.rb[1:3]                           | passed | 0.02705 seconds |
./spec/requests/users/passwords_spec.rb[1:1]                   | passed | 0.01919 seconds |
./spec/requests/users/passwords_spec.rb[1:2]                   | passed | 0.00919 seconds |
./spec/requests/users/sessions_spec.rb[1:1]                    | passed | 0.03421 seconds |
./spec/requests/users/sessions_spec.rb[1:2]                    | passed | 0.04122 seconds |
./spec/requests/users/sessions_spec.rb[1:3]                    | passed | 0.02423 seconds |
./spec/requests/users/sessions_spec.rb[1:4]                    | passed | 0.02222 seconds |
./spec/services/invoice_pdf_builder_spec.rb[1:1]               | passed | 0.24942 seconds |
./spec/services/invoice_pdf_builder_spec.rb[1:2]               | passed | 0.21637 seconds |
./spec/services/monthly_purchase_report_xlsx_spec.rb[1:1]      | passed | 0.00279 seconds |
./spec/services/plan_purchase_invoice_pdf_builder_spec.rb[1:1] | passed | 0.33117 seconds |
./spec/services/razorpay_client_spec.rb[1:1:1]                 | passed | 0.00144 seconds |
./spec/services/razorpay_client_spec.rb[1:2:1]                 | passed | 0.00126 seconds |
./spec/services/razorpay_client_spec.rb[1:3:1]                 | passed | 0.0021 seconds  |
./spec/services/razorpay_client_spec.rb[1:3:2]                 | passed | 0.00208 seconds |
./spec/services/razorpay_client_spec.rb[1:3:3]                 | passed | 0.00198 seconds |
./spec/services/razorpay_client_spec.rb[1:3:4]                 | passed | 0.00223 seconds |
./spec/services/razorpay_client_spec.rb[1:3:5]                 | passed | 0.00208 seconds |
./spec/services/razorpay_client_spec.rb[1:4:1]                 | passed | 0.00131 seconds |
./spec/services/razorpay_client_spec.rb[1:4:2]                 | passed | 0.00144 seconds |
